5495049 | cookie cookie | New mark | 12.100
9130880 | chocolate chocolate | Nestle | 0
1409329 | donnat pie | Milka | 2
8401107 | chocolate bonbon | New mark | 29
3489353 | cookie  | Nestle | 25
3162977 | pie  | Kinder | 24.132
9446968 | waffle pie | My firm | 9.253
4013861 | cake cookie | Kinder | 29
8624970 | cookie donnat | Ood | 2
5180275 | bonbon cookie | My firm | 0
8472360 | cake bonbon | Ood | 15
6473086 | cookie waffle | Karmela | 8
8326425 | cake pie | My firm | 17
5056992 | bonbon chocolate | Kinder | 11
1987607 | chocolate  | New mark | 8
5541500 | donnat bisquits | Kinder | 13
2151884 | donnat  | My firm | 9
6166035 | cake pie | New mark | 1
4380636 | bisquits bonbon | Milka | 26.456
4485478 | cookie cake | Nestle | 11
8506662 | chocolate cake | Kinder | 7
5524943 | chocolate  | New mark | 7
2473134 | cookie  | Milka | 22
4568984 | bonbon waffle | Milka | 5.889
7666405 | waffle pie | Ood | 12.834
5484193 | waffle  | Ood | 6
7890425 | waffle waffle | Karmela | 11.847
3075484 | waffle cookie | Ood | 5
6458227 | bisquits cake | Nestle | 28.521
5085409 | pie cookie | Nestle | 1
2086267 | pie cake | Nestle | 1
7876398 | cookie cake | Ood | 4.850
3471815 | cookie  | My firm | 27.511
2416265 | pie cake | Ood | 11
8157906 | pie pie | My firm | 6.927
1919530 | pie  | Kinder | 14
8222760 | cake  | Ood | 13
5009616 | bisquits donnat | Milka | 19
5292712 | pie cake | Milka | 4.733
822925 | donnat  | Karmela | 25
4197990 | bisquits  | Milka | 23
5347347 | waffle  | New mark | 21
7096536 | chocolate bisquits | Ood | 19
5349093 | cake  | Milka | 0.958
2487553 | bonbon pie | Ood | 10
9834197 | chocolate bonbon | New mark | 10
1620829 | chocolate bonbon | Kinder | 20
1756315 | bonbon chocolate | My firm | 22.28
2640107 | chocolate  | Kinder | 24
2915315 | cake donnat | Nestle | 26
9743607 | cookie  | Milka | 8
3728264 | cookie chocolate | Ood | 14
731238 | chocolate  | New mark | 12
2898680 | donnat donnat | Ood | 20
5619682 | pie bonbon | Milka | 20
7237596 | bonbon cookie | Ood | 5
9373547 | waffle donnat | Nestle | 17.343
2748557 | cake waffle | New mark | 17
1572089 | cookie  | My firm | 22
5022749 | chocolate pie | Nestle | 20
8718530 | bisquits donnat | Milka | 22
4631219 | bonbon cake | Kinder | 6.595
7512538 | cookie donnat | Milka | 28.104
4233357 | waffle cookie | My firm | 11.118
9951817 | donnat waffle | Ood | 8
2377875 | donnat  | Nestle | 0
5376906 | waffle chocolate | Ood | 10
183658 | bisquits pie | New mark | 6
5045868 | pie  | Ood | 2
8525720 | cake  | Karmela | 22
4613652 | pie donnat | Ood | 19.475
8856450 | chocolate waffle | My firm | 0
1002016 | cake cake | Karmela | 22.238
4721679 | cake  | Milka | 4
8832432 | bonbon bisquits | Milka | 26.440
3951414 | waffle  | New mark | 21.491
8265565 | pie chocolate | My firm | 22.748
9918384 | chocolate bonbon | My firm | 3.667
4135338 | pie chocolate | New mark | 3.255
1381170 | bonbon bonbon | Ood | 15
203603 | bonbon cake | Ood | 27.656
233567 | pie pie | Milka | 11
5860829 | bisquits  | New mark | 23
325526 | chocolate cake | New mark | 3
2564884 | chocolate pie | My firm | 8
8941703 | pie bisquits | New mark | 6.676
1358074 | bisquits  | New mark | 25
6574531 | bisquits  | Kinder | 22
9878077 | bonbon  | Ood | 1
2776937 | waffle chocolate | Karmela | 10
5317443 | pie donnat | New mark | 2
7385189 | bisquits bisquits | My firm | 1.525
5990353 | pie cake | New mark | 11
7288171 | cake bisquits | Ood | 28
7465104 | chocolate donnat | New mark | 9
8621594 | waffle  | Kinder | 5.632
2231317 | pie donnat | My firm | 22
1612732 | waffle cookie | Karmela | 19.74
3479855 | waffle  | Karmela | 27
8990165 | cookie bisquits | Ood | 0
3208760 | waffle cookie | Milka | 7
9591711 | chocolate waffle | Milka | 0
6406653 | cake  | Kinder | 20
7871696 | chocolate donnat | Karmela | 6.324
1647534 | donnat cookie | New mark | 1
27779 | waffle  | Nestle | 12
1158185 | bisquits  | Karmela | 11
239358 | bisquits bonbon | Milka | 7
9497061 | bonbon cake | Ood | 0.181
7944177 | chocolate pie | My firm | 28
6378874 | bisquits  | New mark | 7
6713511 | pie bonbon | Milka | 8
657640 | bisquits cookie | Nestle | 3.619
4195083 | cake  | Nestle | 6
3214008 | bisquits pie | Ood | 29.620
5621862 | donnat chocolate | New mark | 8
9030016 | waffle cake | Milka | 3
2523792 | bonbon bisquits | New mark | 3.569
1520781 | bisquits  | Nestle | 10
1978365 | waffle  | Nestle | 21
7236154 | pie  | Nestle | 8
1818330 | cookie bisquits | Karmela | 29.812
217679 | bisquits  | Karmela | 4.402
9926389 | pie  | Ood | 16
9293192 | cake  | My firm | 12
6705058 | pie chocolate | Milka | 1
9432618 | cake  | New mark | 19.985
5371656 | waffle chocolate | Karmela | 4
432156 | cake  | Kinder | 10
9080847 | bisquits bisquits | New mark | 8
6591672 | chocolate bisquits | Kinder | 17.210
7002122 | pie waffle | Ood | 16
4424943 | pie donnat | Milka | 27
540242 | bisquits pie | Nestle | 2
8905308 | donnat waffle | Karmela | 9
8678701 | waffle chocolate | Ood | 10
9650419 | chocolate waffle | Milka | 15
9480715 | waffle chocolate | My firm | 0
2763945 | bisquits  | Milka | 2
8096813 | donnat  | Kinder | 9.881
5746241 | bisquits pie | Nestle | 17.88
2641396 | bisquits chocolate | My firm | 26
4685704 | chocolate chocolate | Nestle | 16
1268638 | cake pie | New mark | 15.67
6071413 | bonbon cake | Milka | 17
964314 | cake cake | Ood | 0.831
1637393 | cookie pie | Nestle | 29
2707852 | donnat donnat | Milka | 6.440
7422194 | pie  | Milka | 21.164
9284407 | cake donnat | Ood | 20.547
6508443 | cookie  | Ood | 17
1959259 | cake chocolate | Ood | 26.288
2522466 | bisquits  | Ood | 7.996
8813243 | pie  | Karmela | 29
9939291 | cookie chocolate | Ood | 6
6953913 | waffle  | Nestle | 15.546
848645 | bisquits  | New mark | 10.639
3930867 | chocolate donnat | Nestle | 24
7695199 | pie bisquits | Karmela | 21.157
2613358 | chocolate cake | Karmela | 17
2004125 | donnat bonbon | Karmela | 27
6936998 | cookie  | Ood | 28
4982509 | cake  | My firm | 11
9258713 | cake donnat | Ood | 11
9278160 | chocolate  | New mark | 20
463271 | cookie pie | My firm | 7.638
2170622 | chocolate  | Kinder | 21
6011545 | cake pie | My firm | 8
6674897 | bonbon donnat | My firm | 23
9839452 | waffle cake | My firm | 10
560742 | cake cake | Nestle | 7.708
5694870 | chocolate bonbon | Karmela | 22.483
2406605 | bisquits cake | Nestle | 10
7985600 | donnat pie | Karmela | 21
4969248 | cookie pie | My firm | 29
2015263 | bonbon  | Karmela | 28
7150311 | chocolate  | Milka | 17
14822 | bisquits bonbon | Karmela | 16
7125693 | chocolate pie | My firm | 16
792127 | cookie  | New mark | 22.298
7992044 | chocolate  | Nestle | 2
6973331 | bisquits cookie | Nestle | 6
7306529 | bonbon  | My firm | 20.825
2583652 | cookie bisquits | Karmela | 2
5597611 | chocolate waffle | Nestle | 12
2022778 | bisquits  | New mark | 17.22
4523069 | waffle  | My firm | 7
2460209 | donnat pie | Milka | 13
397187 | bonbon pie | New mark | 0
1375720 | bonbon bonbon | Ood | 23
5283751 | pie cake | Kinder | 5
8060583 | bonbon  | New mark | 10
7359857 | cake donnat | Nestle | 29.377
9860278 | cake  | Kinder | 16
8848618 | bisquits donnat | Karmela | 13.717
778373 | cookie  | Kinder | 7
2336604 | chocolate  | Kinder | 12
7021645 | cookie donnat | New mark | 27
1460460 | cookie  | Karmela | 19
5126822 | donnat cake | Nestle | 7
3923238 | chocolate donnat | New mark | 8
4578346 | bonbon waffle | Milka | 18.978
3786767 | cake bonbon | Karmela | 20
1752984 | donnat cookie | My firm | 22
7115394 | bisquits pie | My firm | 4
9526355 | cookie  | My firm | 5.2
5946942 | cake chocolate | My firm | 16
8316838 | bonbon  | Karmela | 6
8430415 | cookie  | Milka | 24
8059830 | waffle cookie | My firm | 3
2944111 | waffle  | Nestle | 20
3594539 | donnat bisquits | Karmela | 15
2031986 | chocolate bonbon | New mark | 5.691
8407830 | bisquits chocolate | Karmela | 6
5706584 | chocolate  | New mark | 28
2400352 | chocolate pie | My firm | 2
5326756 | bisquits  | Nestle | 20
7850318 | cake bisquits | New mark | 9
1768476 | waffle  | My firm | 7
2912210 | pie cookie | Milka | 24
2833665 | donnat bonbon | Nestle | 9.398
1589155 | cookie  | Milka | 11
4164488 | pie  | Karmela | 9
992915 | waffle chocolate | Milka | 17
7879626 | chocolate  | Karmela | 3
928152 | cookie cake | Nestle | 27
2108653 | waffle  | Ood | 1.872
1857780 | pie  | Nestle | 26
3040766 | waffle bonbon | Ood | 26
8580081 | bisquits donnat | Ood | 27
2898169 | bonbon chocolate | Karmela | 22
2853227 | cake donnat | Ood | 27
2763448 | donnat pie | New mark | 7.615
7949899 | cake cookie | Kinder | 17
585879 | chocolate bonbon | New mark | 17
2801918 | donnat bonbon | Ood | 0
3301148 | bisquits donnat | Milka | 17
3928794 | bonbon  | Karmela | 8
4224683 | donnat chocolate | Karmela | 8
6043943 | waffle pie | Milka | 3.632
692956 | chocolate bisquits | Milka | 24
3794807 | pie donnat | Kinder | 14
8852203 | donnat waffle | Ood | 16.525
6724167 | cookie cookie | Milka | 26
1073975 | pie  | Milka | 23.53
4477640 | bisquits pie | Ood | 17
5063771 | cake  | Ood | 28
100744 | waffle bonbon | New mark | 9
4228360 | chocolate cake | Karmela | 17.652
7599223 | donnat cake | Nestle | 24
1137599 | waffle  | Karmela | 22
1660395 | pie cake | Milka | 10
7268793 | chocolate cookie | My firm | 23
3272545 | pie bisquits | Nestle | 16
7464548 | pie bonbon | Karmela | 21
2667582 | bonbon  | Milka | 16
2567964 | bisquits  | Ood | 9.695
9256616 | cake  | Milka | 6
2013670 | bonbon  | Milka | 22.223
9173944 | waffle  | Ood | 13
6309056 | pie donnat | Karmela | 10
1308096 | bisquits  | Karmela | 10
1680404 | pie  | Kinder | 20.26
340810 | cookie donnat | Kinder | 12
3185318 | cake bisquits | Milka | 15
5900449 | donnat pie | My firm | 26.431
8276549 | chocolate pie | New mark | 0
8653458 | bisquits cake | Nestle | 19.371
5088080 | pie  | Nestle | 18
5365004 | pie pie | Nestle | 17
5865080 | bisquits  | Nestle | 22
6877238 | bisquits  | Milka | 19
9381444 | pie donnat | My firm | 3.474
5360098 | donnat bonbon | My firm | 19.291
3603110 | bonbon waffle | My firm | 13.989
944559 | bonbon chocolate | Nestle | 1.540
5831053 | waffle cookie | Kinder | 24
7287589 | bisquits  | Nestle | 18
242843 | pie  | My firm | 11
1428114 | bisquits  | My firm | 14
5225549 | pie  | My firm | 28.470
7576386 | waffle chocolate | Ood | 14.542
2567727 | bonbon  | Nestle | 1
5895325 | chocolate cookie | My firm | 0.56
2100193 | waffle bonbon | Ood | 15
5818620 | bisquits chocolate | Ood | 26.385
7586661 | chocolate  | Kinder | 12
1053680 | chocolate  | My firm | 28
7676106 | donnat waffle | Kinder | 10
1855067 | bonbon  | New mark | 16
5622849 | cake pie | Nestle | 3
5850405 | cake waffle | Nestle | 27
1702437 | chocolate pie | New mark | 0
2125112 | cookie pie | Kinder | 17.818
1525922 | cookie  | My firm | 10
2111280 | bonbon  | New mark | 9.347
830877 | bisquits chocolate | Kinder | 18
808554 | pie chocolate | My firm | 5
537546 | waffle bisquits | My firm | 18
5319306 | chocolate  | Ood | 16
9591156 | donnat  | Ood | 12
2208356 | bonbon  | Kinder | 22
9461538 | cake bisquits | Milka | 8
1687875 | waffle  | Karmela | 9
7912170 | cookie cookie | Nestle | 7.577
7561612 | cookie  | New mark | 13
6986302 | donnat  | New mark | 13.324
5922162 | donnat  | Milka | 25
9063690 | bisquits pie | Milka | 24
6193052 | bisquits cookie | Ood | 24
3497017 | bonbon  | Karmela | 16
6308493 | bisquits  | Milka | 11.143
2712526 | bonbon cookie | Nestle | 14
3128158 | bonbon pie | Ood | 27.21
4072004 | bisquits pie | Karmela | 18
4022236 | donnat cake | Kinder | 7
1742258 | chocolate donnat | Karmela | 2
7027814 | chocolate  | My firm | 12.139
8194223 | bisquits cake | Karmela | 18
8571631 | cake cake | My firm | 8
6898432 | chocolate bisquits | Kinder | 20.255
3414767 | donnat  | Kinder | 18
2514498 | bisquits bonbon | Nestle | 25
6013882 | pie  | My firm | 18
3170626 | waffle bisquits | Milka | 23
129382 | donnat chocolate | Nestle | 16.563
9559399 | cake cookie | Kinder | 4
2539269 | bonbon chocolate | My firm | 6.339
5856913 | donnat donnat | New mark | 23
5785703 | chocolate  | Ood | 20.735
2563283 | donnat cake | Kinder | 19.652
8789832 | cookie cake | Milka | 21
409954 | bisquits donnat | Karmela | 1.783
6320498 | waffle cookie | Milka | 8
307537 | waffle  | My firm | 27
2617458 | cake  | My firm | 9
80210 | donnat  | Kinder | 16
6521196 | chocolate cookie | New mark | 19
366120 | chocolate  | Nestle | 6.875
3561340 | cookie bonbon | Nestle | 21
4070988 | pie bonbon | My firm | 9.211
8984169 | bisquits bisquits | New mark | 15.411
4627264 | cake pie | Ood | 11.386
9707519 | bisquits cookie | My firm | 8.623
8221795 | donnat  | Milka | 10
2855211 | bisquits pie | Milka | 27
9661456 | bisquits chocolate | Kinder | 3
6990032 | donnat chocolate | New mark | 5.177
9018718 | cookie cookie | Kinder | 22
8416755 | bisquits chocolate | Kinder | 12
2729354 | chocolate  | Kinder | 12.938
593457 | waffle bonbon | New mark | 27
135001 | bonbon bonbon | Kinder | 3
189307 | chocolate pie | Milka | 15
1072689 | bonbon  | Kinder | 0.606
8625866 | pie pie | Milka | 7
787052 | waffle waffle | New mark | 14
290728 | waffle donnat | Nestle | 28.966
5463720 | bisquits  | My firm | 12
3239906 | bisquits  | New mark | 17
1509135 | waffle bisquits | Ood | 26
9402255 | cake  | Nestle | 11.695
781960 | cake  | Kinder | 20
3520735 | donnat  | Milka | 17
8247622 | donnat chocolate | Nestle | 19.155
6772618 | cake cookie | Kinder | 13
3137792 | bisquits donnat | New mark | 13
8738807 | cookie  | Kinder | 1.985
2546675 | chocolate pie | Kinder | 1
1855109 | cake cake | Milka | 26.438
2049546 | cookie bisquits | Ood | 1
9355993 | bonbon bisquits | Kinder | 0.935
1625806 | cookie  | Milka | 12
7885356 | cake  | Nestle | 21.624
4673539 | bonbon cookie | Karmela | 13
5281657 | bonbon bisquits | Ood | 18.477
680389 | pie cake | Kinder | 20
1611924 | bonbon cookie | Ood | 12
8671460 | pie  | Ood | 0
9904242 | chocolate waffle | Karmela | 21
9252704 | pie bonbon | New mark | 11.659
2454253 | waffle  | Kinder | 27
821160 | cookie chocolate | My firm | 29
3701641 | donnat chocolate | Karmela | 20
126713 | chocolate chocolate | Nestle | 8
3686241 | waffle pie | My firm | 3.621
3948235 | bonbon chocolate | New mark | 27
9285745 | bisquits  | New mark | 23
8545261 | pie  | Milka | 21
6467640 | bonbon donnat | New mark | 19
7134919 | bonbon bisquits | Kinder | 26
7484434 | cookie bonbon | My firm | 28
4971027 | chocolate  | Kinder | 18
2513795 | cookie bisquits | Karmela | 23.583
3815190 | waffle  | Kinder | 13
1948162 | bisquits donnat | Ood | 24
8066627 | bisquits donnat | Karmela | 22.149
1635524 | cake bonbon | Kinder | 20.511
570322 | cake  | Karmela | 24
761884 | cookie  | Kinder | 4
1279181 | cookie  | Kinder | 23.444
2027906 | cake  | Ood | 1.434
2179665 | pie  | Ood | 9.995
8581021 | cookie  | New mark | 6
4397383 | bonbon pie | Karmela | 17
217432 | cake pie | Nestle | 29.996
8529982 | cake bonbon | Karmela | 11.303
2265216 | bonbon chocolate | Nestle | 8
183530 | bisquits cookie | Kinder | 29.458
2335738 | waffle  | Nestle | 16.448
5660443 | bisquits donnat | Kinder | 23
5230644 | cake  | Nestle | 27.673
8913590 | cookie pie | Karmela | 12
8183167 | bisquits  | Kinder | 18.640
7621334 | waffle cookie | Ood | 23
3943202 | bonbon bisquits | Milka | 19
9055208 | waffle chocolate | Kinder | 23
8762635 | cake donnat | Ood | 27
10691 | cake bisquits | My firm | 21
2499304 | bonbon donnat | My firm | 1
4381167 | chocolate waffle | New mark | 22
8819775 | cookie cookie | My firm | 8
6932945 | bisquits chocolate | Ood | 26
4683896 | waffle cake | Ood | 1
2959259 | chocolate  | Karmela | 21
4381467 | cookie  | My firm | 4.834
1190915 | bonbon pie | Ood | 12
5566358 | pie  | Ood | 16.103
9697270 | cake cake | New mark | 20.586
5008842 | donnat  | New mark | 13
715148 | bonbon  | Ood | 21.274
3174780 | waffle  | New mark | 15.98
4394572 | chocolate  | Kinder | 16
4684196 | donnat cake | Nestle | 14
5330399 | cake  | New mark | 7
4273378 | waffle cake | Ood | 25.829
6522490 | bonbon chocolate | Nestle | 15.146
4909035 | cake  | Milka | 21
1120804 | cookie cookie | Milka | 13
6674506 | waffle waffle | My firm | 22
7257206 | bisquits  | Milka | 12
8161706 | cake  | Karmela | 0
4194749 | waffle  | Nestle | 21.255
4480344 | bisquits  | Milka | 11
6848395 | chocolate pie | Kinder | 15
7894255 | cookie bonbon | My firm | 25
8003775 | bonbon waffle | New mark | 17.39
3546739 | cookie  | New mark | 14.291
2407929 | cookie  | New mark | 15
8232513 | pie chocolate | Milka | 7.875
9655718 | donnat pie | Milka | 13.1
6971769 | bisquits bisquits | Karmela | 22
7544662 | bisquits  | My firm | 14.842
1462501 | pie  | Kinder | 29.463
3796845 | cake  | Kinder | 4
5731290 | bisquits bisquits | New mark | 0.880
7452044 | donnat  | Kinder | 2
1536089 | cake  | New mark | 19
1226347 | pie cookie | Kinder | 14
5379496 | bisquits waffle | Milka | 14
9033423 | waffle pie | Karmela | 14.962
4010456 | pie  | Kinder | 26
3098988 | cake cookie | My firm | 17.784
3748054 | bisquits  | Nestle | 1
5632672 | chocolate donnat | Karmela | 22
7349838 | bisquits  | Milka | 4
1604572 | waffle  | Nestle | 3
9762815 | bonbon chocolate | Ood | 22
782651 | chocolate  | Kinder | 19.437
3629036 | waffle  | Nestle | 5
1430253 | cookie bisquits | Milka | 11.86
1060101 | waffle  | Ood | 0
771726 | waffle donnat | My firm | 6
6664189 | bisquits bonbon | Karmela | 26
1442396 | pie  | New mark | 6
4471330 | waffle bisquits | Ood | 16
8001734 | donnat pie | Milka | 19
3607060 | donnat bisquits | New mark | 29
4766064 | bonbon bonbon | My firm | 14
9420887 | bisquits  | Nestle | 22.323
6261921 | pie bonbon | Kinder | 22
6941639 | cookie donnat | Kinder | 11
2546708 | bonbon chocolate | Milka | 29
2580771 | pie  | Nestle | 1
8580846 | cake waffle | Nestle | 9.734
693696 | donnat  | New mark | 6
7824424 | cookie  | Milka | 15.207
6874179 | chocolate bisquits | My firm | 10
3681150 | chocolate pie | Ood | 26.66
2026756 | waffle cake | Milka | 18.296
5871350 | bisquits  | Milka | 5
7567794 | donnat donnat | Karmela | 5
8610026 | chocolate donnat | New mark | 10.501
3733850 | pie  | New mark | 21
5669162 | cake pie | Karmela | 15
9587029 | chocolate bonbon | Milka | 20.550
110520 | chocolate  | Ood | 16
3550098 | cake waffle | Milka | 5
2137500 | waffle waffle | My firm | 8.242
30397 | chocolate  | Karmela | 21
516020 | waffle cake | Karmela | 21
3623330 | pie  | Ood | 5.211
140259 | chocolate bisquits | Nestle | 0
5520932 | pie cake | Nestle | 3.8
9274231 | bonbon  | New mark | 13.191
9074814 | pie waffle | New mark | 25
6180320 | cookie  | Milka | 29.953
6136731 | pie  | New mark | 4
6936413 | bonbon bisquits | Karmela | 19
8763802 | donnat bisquits | Karmela | 27
1424829 | cake donnat | Milka | 26
1381051 | chocolate bonbon | Kinder | 2.313
3473075 | donnat  | Milka | 24
7586066 | pie  | New mark | 5
8068002 | cake donnat | Karmela | 2
8105924 | donnat  | My firm | 16.630
5555362 | chocolate bonbon | My firm | 16.562
6182226 | pie  | Nestle | 3.383
9087140 | waffle  | Ood | 11.485
1696577 | waffle chocolate | Karmela | 7
2775550 | waffle chocolate | Milka | 28
2401348 | bonbon  | Karmela | 5.34
1606939 | cake donnat | Kinder | 12
6760162 | bisquits pie | My firm | 2
779176 | cake donnat | Kinder | 4
3341572 | pie  | Ood | 11
6685791 | bonbon bisquits | Milka | 24
89638 | pie  | Kinder | 17
4087634 | cookie  | Ood | 4
8725368 | pie  | My firm | 26
1426731 | chocolate pie | Ood | 1.700
7560100 | bisquits cake | Milka | 20
6186085 | pie  | My firm | 10.237
7469669 | cake  | New mark | 4.509
8333143 | cookie pie | Karmela | 1
7577129 | bonbon chocolate | Kinder | 26.79
1280766 | waffle waffle | New mark | 7
9278083 | chocolate waffle | Ood | 10
5625427 | chocolate cake | Milka | 27
8222987 | pie cookie | Kinder | 25
2735720 | bisquits  | Nestle | 5
6110522 | pie  | Karmela | 14.862
5785537 | cookie  | Milka | 4
8032303 | cookie bonbon | Nestle | 20.256
3057779 | cake  | Ood | 24
2861893 | cake bisquits | Kinder | 21
3434302 | cake bonbon | Milka | 28.244
2343268 | waffle waffle | Karmela | 1.380
1510808 | donnat chocolate | Nestle | 9.134
7967638 | cake cookie | Ood | 26.122
4213223 | cake donnat | Ood | 0.763
789642 | chocolate  | Milka | 14
2002304 | bisquits  | Milka | 16.313
6925995 | bisquits  | Karmela | 23
5959269 | chocolate bisquits | Nestle | 12
404751 | donnat bonbon | Nestle | 4
9493922 | donnat bonbon | Ood | 19
4387289 | cookie cake | Nestle | 21
7287227 | waffle bisquits | Milka | 17
6908633 | cookie cake | New mark | 2
2815391 | cake  | Ood | 11
3642250 | cake pie | Karmela | 4.157
5459345 | bonbon donnat | Karmela | 17.466
1762209 | donnat  | Karmela | 8.362
7093339 | waffle  | Karmela | 0.789
3212645 | pie bonbon | My firm | 29
6173115 | cookie  | My firm | 10.467
208117 | pie  | My firm | 1
5612813 | chocolate pie | Milka | 3
1522489 | bisquits cookie | Kinder | 0
8072837 | donnat waffle | Milka | 9
5589094 | bisquits  | Kinder | 28.895
6885221 | cake  | Kinder | 28
2282536 | bonbon  | Milka | 0
6216866 | waffle  | Kinder | 13
3632311 | waffle bonbon | New mark | 19
7378634 | donnat  | New mark | 12
2673821 | donnat waffle | Karmela | 14
499157 | cake cookie | Karmela | 24
8085977 | cake bonbon | Milka | 22
5726204 | cake  | My firm | 28
7484040 | bonbon bonbon | Nestle | 23
7557307 | bisquits  | Ood | 22
9881198 | waffle pie | Kinder | 13
2176857 | cookie  | My firm | 22
6513414 | bisquits bisquits | Milka | 27
1106645 | cake bisquits | Nestle | 7
4355463 | cake cookie | My firm | 15
7606934 | chocolate pie | Milka | 3.159
2175211 | bonbon waffle | New mark | 3.60
798405 | donnat  | Kinder | 15.648
4495365 | cookie cookie | My firm | 16.490
403540 | bonbon  | Ood | 6
4023379 | chocolate cookie | Ood | 15
3559237 | pie pie | Nestle | 18
6480295 | waffle chocolate | My firm | 12
3065677 | waffle cookie | Karmela | 4
8593955 | bonbon bonbon | Ood | 7
8485525 | bonbon cookie | New mark | 0.728
2667479 | cake  | Ood | 20
6360395 | pie waffle | New mark | 12.668
2151378 | chocolate  | Nestle | 28
5979165 | donnat bisquits | Nestle | 21
1556557 | pie pie | Nestle | 9
1199070 | donnat  | Karmela | 13
2233559 | waffle pie | Milka | 24
1804429 | chocolate bonbon | Nestle | 2
1302811 | waffle  | Ood | 16
429733 | waffle  | My firm | 19
852158 | cookie bisquits | New mark | 18
861675 | bisquits  | Milka | 21.560
1226563 | cookie  | Nestle | 9
3130772 | cake cake | New mark | 13.478
8104293 | cake bonbon | Milka | 21
643323 | cake pie | Karmela | 14
3239123 | donnat  | Nestle | 19
8602143 | waffle cake | Milka | 8.358
693111 | pie bisquits | My firm | 12.530
8541564 | chocolate waffle | New mark | 1
4225359 | cookie donnat | Nestle | 12
5929855 | bisquits bonbon | Karmela | 11
6984728 | chocolate cake | Nestle | 29
999143 | waffle  | Kinder | 21
566291 | chocolate bonbon | Milka | 24
9357130 | chocolate waffle | New mark | 28
2156409 | bisquits bisquits | New mark | 26.155
362905 | cookie waffle | Kinder | 4.108
5746388 | pie cookie | My firm | 14
5979171 | chocolate donnat | My firm | 18
5602042 | pie waffle | Karmela | 24
8654143 | bisquits cake | Ood | 1
3483050 | cake bisquits | Karmela | 29
5563557 | bonbon chocolate | New mark | 26
2280375 | donnat cake | My firm | 14.989
147782 | cookie cookie | Kinder | 21
7908240 | donnat waffle | Kinder | 7.77
6753773 | pie cake | Kinder | 20.411
8898768 | donnat  | Karmela | 7
9517688 | bisquits bisquits | Nestle | 20.718
985233 | pie  | Ood | 11
4716045 | bisquits cake | Ood | 27.860
8917269 | pie  | Nestle | 28.665
6059966 | chocolate  | Nestle | 27.216
8602445 | cake cake | Ood | 28
7975880 | waffle  | Nestle | 20
6101752 | chocolate cake | Nestle | 18.471
7675105 | bisquits  | New mark | 28.492
8148273 | chocolate waffle | Nestle | 7
1464324 | pie  | Ood | 9.94
3159843 | donnat bonbon | Milka | 1
5889198 | bisquits bisquits | Ood | 22.373
8287123 | pie donnat | Milka | 29
3416841 | pie  | Karmela | 5
6898136 | waffle bisquits | Ood | 11
3481214 | chocolate cake | Ood | 28.769
7230428 | bonbon cookie | Nestle | 23
3991672 | donnat donnat | Kinder | 27
1186005 | donnat pie | Karmela | 26
5744373 | donnat bisquits | Karmela | 0
3427137 | bisquits bisquits | New mark | 18
6847093 | pie  | Ood | 4
707488 | waffle chocolate | Milka | 15
9667190 | cookie  | Kinder | 8.905
1486055 | bonbon bonbon | Karmela | 22.56
6946807 | waffle bisquits | Nestle | 0
476906 | waffle  | My firm | 4
1774880 | chocolate chocolate | Kinder | 9
7309779 | bonbon chocolate | My firm | 21
4910310 | bisquits  | Milka | 11
142953 | cake cookie | Ood | 6
5328279 | cookie bonbon | New mark | 5.971
1198040 | cake  | My firm | 12
3254756 | cookie cookie | Ood | 17
9428601 | cake pie | Kinder | 16
4752195 | cake bonbon | Ood | 19.166
4019054 | cake  | Milka | 18
3712269 | cake cookie | Ood | 5
1583934 | cake donnat | Karmela | 3
8771746 | waffle  | Karmela | 19.495
4517265 | bisquits cake | New mark | 4.141
910690 | bisquits donnat | Kinder | 17
3647205 | bonbon  | Nestle | 2.991
3996243 | bonbon  | My firm | 19.9
3262333 | cookie bisquits | Kinder | 27
1409532 | donnat  | Kinder | 15.585
5906624 | bisquits chocolate | Kinder | 27.97
5173264 | bisquits  | Milka | 13
6474190 | waffle  | My firm | 26.764
8133407 | chocolate chocolate | Karmela | 16.284
9753619 | bisquits bisquits | Nestle | 24
6124506 | waffle waffle | Ood | 6.344
266171 | pie cookie | My firm | 15
5043313 | cake pie | New mark | 6
147786 | bisquits pie | New mark | 16
6830488 | donnat  | Kinder | 22
8152760 | pie bonbon | My firm | 23
6897840 | bonbon  | Kinder | 21
608693 | pie waffle | Karmela | 0
6817255 | waffle  | Kinder | 5
4824477 | waffle donnat | Nestle | 12
7057319 | chocolate bonbon | New mark | 8
4775589 | bonbon bonbon | Nestle | 2.481
278168 | pie waffle | Kinder | 1.379
6034534 | waffle chocolate | Nestle | 8
2839309 | pie donnat | Kinder | 28.721
6841265 | bisquits  | Milka | 13
964766 | cake  | Nestle | 0
5590016 | waffle bisquits | Karmela | 17
280828 | cake bonbon | Karmela | 5
5016375 | waffle chocolate | Ood | 15
627243 | pie  | Kinder | 25
7302200 | cookie pie | New mark | 9
7872140 | pie bisquits | Nestle | 14.202
9961864 | donnat  | Nestle | 0
1481061 | cake  | Kinder | 12
6294586 | waffle pie | Nestle | 25
9890327 | cookie donnat | Nestle | 11.107
7009603 | cookie pie | My firm | 8
665379 | pie  | Karmela | 25.582
7931533 | cake bisquits | New mark | 6.95
1006726 | donnat cookie | Milka | 20
374524 | cake cake | My firm | 13.590
